timesteps,mean_return_mean,mean_return_std,mean_return_smooth_mean,success_rate_mean,success_rate_std,success_rate_smooth_mean,collision_rate_mean,collision_rate_std,collision_rate_smooth_mean,mean_speed_mean,mean_speed_std,mean_speed_smooth_mean
2189,24.333497,0.880484,24.113306,0.615600,0.018073,0.603554,0.343000,0.025054,0.343132,20.328000,0.159306,20.334677
2199,27.777261,0.722732,25.029295,0.617200,0.025692,0.606966,0.306100,0.023134,0.333874,20.375900,0.167197,20.344983
2209,28.983052,0.907584,26.017734,0.606133,0.019964,0.606758,0.344933,0.007467,0.336639,20.354633,0.165174,20.347396
2219,30.265056,1.136150,27.079564,0.589800,0.020202,0.602518,0.332633,0.030923,0.335638,20.323633,0.201390,20.341455
2229,26.937248,4.553482,27.043985,0.612433,0.015638,0.604997,0.385967,0.019766,0.348220,20.364733,0.190126,20.347275
2239,25.810103,2.483904,26.735515,0.601100,0.025348,0.604023,0.354900,0.012794,0.349890,20.337667,0.157392,20.344873
2249,22.735985,1.670513,25.735632,0.595967,0.013030,0.602009,0.317967,0.019968,0.341909,20.333667,0.164618,20.342071
2259,22.766353,3.519926,24.993312,0.594633,0.035770,0.600165,0.352233,0.027071,0.344490,20.367567,0.155099,20.348445
2269,23.814129,1.601918,24.698517,0.618133,0.012237,0.604657,0.358433,0.006950,0.347976,20.334433,0.180395,20.344942
2279,22.088360,1.078079,24.045977,0.596600,0.043135,0.602643,0.363767,0.028615,0.351924,20.383467,0.143386,20.354573
2289,23.687936,1.309013,23.956467,0.603900,0.021708,0.602957,0.331300,0.019516,0.346768,20.322767,0.164830,20.346622
2299,27.231185,1.449345,24.775147,0.626700,0.023670,0.608893,0.335233,0.013349,0.343884,20.376267,0.232019,20.354033
2309,27.425683,1.119898,25.437781,0.604500,0.036539,0.607795,0.357233,0.024984,0.347221,20.334733,0.158388,20.349208
2319,25.255465,0.393805,25.392202,0.607500,0.044430,0.607721,0.373033,0.017444,0.353674,20.380867,0.197622,20.357123
2329,24.065190,2.307706,25.060449,0.621633,0.015276,0.611199,0.329767,0.016420,0.347697,20.397067,0.179195,20.367109
2339,20.405208,1.524398,23.896639,0.618000,0.017497,0.612899,0.336200,0.028633,0.344823,20.371467,0.217837,20.368198
2349,21.548149,0.315182,23.309516,0.626833,0.032516,0.616383,0.356400,0.007407,0.347717,20.369067,0.136334,20.368415
2359,21.553165,0.505979,22.870429,0.620933,0.013108,0.617520,0.339667,0.011741,0.345705,20.336933,0.148302,20.360545
2369,23.890634,0.476305,23.125480,0.598800,0.006336,0.612840,0.344200,0.034604,0.345328,20.364633,0.204593,20.361567
2379,25.384339,3.981427,23.690195,0.608367,0.040012,0.611722,0.338333,0.028487,0.343580,20.352000,0.197771,20.359175
2389,27.223943,3.639992,24.573632,0.604833,0.027832,0.610000,0.360000,0.006960,0.347685,20.279133,0.165410,20.339165
2399,30.841478,2.317138,26.140593,0.613767,0.022821,0.610941,0.330667,0.015351,0.343430,20.331300,0.160106,20.337199
2409,25.754161,1.399877,26.043985,0.594467,0.012562,0.606823,0.317933,0.023229,0.337056,20.370100,0.210720,20.345424
2419,26.014309,1.995221,26.036566,0.601433,0.017800,0.605475,0.335500,0.036861,0.336667,20.331700,0.155354,20.341993
2429,25.222787,2.745901,25.833121,0.610300,0.023149,0.606682,0.347833,0.004900,0.339459,20.418000,0.191627,20.360995
2439,24.102205,2.497218,25.400392,0.598400,0.024471,0.604611,0.315867,0.002978,0.333561,20.369267,0.156855,20.363063
2449,24.059253,3.088567,25.065108,0.615933,0.041159,0.607442,0.343533,0.019842,0.336054,20.396133,0.189088,20.371330
2459,26.011556,1.427844,25.301720,0.596533,0.020007,0.604715,0.358400,0.031126,0.341640,20.373067,0.192704,20.371764
2469,26.064676,1.907111,25.492459,0.617533,0.021621,0.607919,0.328133,0.025013,0.338264,20.393933,0.198710,20.377307
2479,28.435178,1.684498,26.228138,0.592167,0.045706,0.603981,0.352233,0.020357,0.341756,20.285233,0.166227,20.354288
2489,27.759670,2.243181,26.611021,0.595300,0.021364,0.601811,0.335300,0.032888,0.340142,20.395000,0.178334,20.364466
2499,28.058773,0.424805,26.972959,0.623300,0.028155,0.607183,0.315167,0.019599,0.333898,20.370267,0.220171,20.365916
2509,25.940456,3.301072,26.714833,0.611733,0.014838,0.608321,0.344500,0.015415,0.336549,20.326867,0.150937,20.356154
2519,22.882442,1.975875,25.756736,0.635933,0.043630,0.615224,0.365300,0.018143,0.343736,20.370500,0.179378,20.359740
2529,22.006436,1.895717,24.819161,0.612800,0.014671,0.614618,0.340900,0.027138,0.343027,20.373933,0.227747,20.363289
2539,21.989340,2.901290,24.111706,0.615333,0.029759,0.614797,0.353700,0.011385,0.345696,20.342700,0.184700,20.358142
2549,21.654760,0.884612,23.497469,0.635367,0.033162,0.619939,0.365533,0.030719,0.350655,20.364933,0.210639,20.359839
2559,24.608688,1.603853,23.775274,0.592833,0.010880,0.613163,0.323267,0.016324,0.343808,20.434133,0.189917,20.378413
2569,27.020158,0.991707,24.586495,0.641467,0.011076,0.620239,0.355300,0.013945,0.346681,20.359800,0.210066,20.373760
2579,27.808768,0.257449,25.392063,0.616800,0.033807,0.619379,0.328400,0.015944,0.342111,20.344267,0.194963,20.366386
2589,28.480452,1.766571,26.164160,0.608867,0.023576,0.616751,0.352100,0.037776,0.344608,20.362733,0.202308,20.365473
2599,25.844297,2.123622,26.084195,0.614800,0.019548,0.616263,0.336300,0.011032,0.342531,20.391467,0.202914,20.371972
2609,23.984094,1.603726,25.559169,0.614933,0.018683,0.615931,0.336933,0.040853,0.341132,20.352633,0.145051,20.367137
2619,24.356596,1.749133,25.258526,0.594133,0.013917,0.610481,0.341433,0.013214,0.341207,20.356200,0.195657,20.364403
2629,24.224511,3.139447,25.000022,0.593133,0.007179,0.606144,0.322767,0.030207,0.336597,20.358300,0.178639,20.362877
2639,25.212547,2.349840,25.053154,0.614167,0.019042,0.608150,0.330333,0.018734,0.335031,20.379900,0.192648,20.367133
2649,24.977957,1.707935,25.034354,0.623367,0.031428,0.611954,0.349200,0.019233,0.338573,20.372167,0.218220,20.368391
2659,27.355128,1.503294,25.614548,0.613033,0.012944,0.612224,0.342400,0.009200,0.339530,20.350533,0.203657,20.363927
2669,31.380021,0.983805,27.055916,0.624800,0.017719,0.615368,0.329800,0.008806,0.337097,20.338933,0.180388,20.357678
2679,27.687698,2.756696,27.213862,0.619433,0.007669,0.616384,0.324633,0.048559,0.333981,20.362000,0.191535,20.358759
2689,26.811597,2.805935,27.113296,0.604200,0.017265,0.613338,0.334967,0.010611,0.334228,20.327833,0.161089,20.351027
2699,24.915724,1.705390,26.563903,0.625133,0.009935,0.616287,0.360600,0.012751,0.340821,20.331800,0.161093,20.346221
2709,25.023254,2.848838,26.178741,0.620867,0.008886,0.617432,0.339767,0.006579,0.340557,20.370400,0.165580,20.352265
2719,23.707018,1.509612,25.560810,0.628633,0.011944,0.620232,0.338933,0.034489,0.340151,20.361933,0.211173,20.354682
2729,24.884047,2.045608,25.391619,0.624967,0.018924,0.621416,0.354400,0.017324,0.343713,20.366167,0.169655,20.357553
2739,26.794198,0.507765,25.742264,0.616367,0.011553,0.620154,0.319633,0.020833,0.337693,20.363067,0.184225,20.358932
2749,28.183812,1.884310,26.352651,0.642833,0.011014,0.625824,0.311900,0.009728,0.331245,20.367867,0.182004,20.361165
2759,26.179066,0.934911,26.309255,0.634333,0.031133,0.627951,0.346500,0.010402,0.335059,20.391533,0.196702,20.368757
2769,28.751170,2.596944,26.919733,0.612533,0.009695,0.624097,0.325367,0.005029,0.332636,20.402100,0.208071,20.377093
2779,25.782044,1.679334,26.635311,0.622100,0.003295,0.623597,0.342133,0.009071,0.335010,20.388767,0.181796,20.380011
2789,23.381410,1.204198,25.821836,0.627433,0.017038,0.624556,0.325133,0.028270,0.332541,20.391967,0.208600,20.383000
2799,23.241309,2.286961,25.176704,0.629100,0.020181,0.625692,0.349067,0.039853,0.336672,20.388500,0.175628,20.384375
2809,23.168649,1.834384,24.674690,0.611933,0.017980,0.622253,0.321067,0.019112,0.332771,20.430233,0.216021,20.395840
2819,23.154368,1.132959,24.294610,0.624567,0.021560,0.622831,0.336500,0.021706,0.333703,20.381400,0.195672,20.392230
2829,24.404903,1.401919,24.322183,0.631033,0.012818,0.624882,0.326200,0.028170,0.331827,20.344300,0.225295,20.380247
2839,26.868200,2.012109,24.958687,0.619833,0.012633,0.623620,0.355167,0.017397,0.337662,20.356300,0.208115,20.374261
2849,27.734091,1.803584,25.652538,0.627800,0.031129,0.624665,0.316033,0.022084,0.332255,20.432667,0.191394,20.388862
2859,26.646817,2.879928,25.901108,0.636167,0.028842,0.627540,0.329333,0.032695,0.331525,20.398400,0.190011,20.391247
2869,27.279542,1.348991,26.245716,0.629733,0.014248,0.628088,0.364700,0.026524,0.339818,20.358767,0.238320,20.383127
2879,26.255309,0.800766,26.248115,0.628700,0.022544,0.628241,0.331833,0.014546,0.337822,20.374933,0.211373,20.381078
2889,25.450411,1.518252,26.048689,0.638500,0.022435,0.630806,0.327767,0.012239,0.335308,20.334267,0.191981,20.369375
2899,23.794579,1.750109,25.485161,0.637233,0.010832,0.632413,0.378467,0.012669,0.346098,20.387567,0.192781,20.373923
2909,25.155062,1.312679,25.402637,0.631500,0.021366,0.632185,0.322833,0.015586,0.340282,20.384800,0.211674,20.376642
2919,28.144969,1.885068,26.088220,0.615567,0.002237,0.628030,0.314667,0.018239,0.333878,20.359200,0.145602,20.372282
2929,26.779637,1.733098,26.261074,0.631000,0.014855,0.628773,0.356367,0.005480,0.339500,20.412667,0.205771,20.382378
2939,29.143549,2.500006,26.981693,0.616033,0.042872,0.625588,0.346867,0.014129,0.341342,20.328200,0.207278,20.368834
2949,29.975232,2.980960,27.730077,0.628800,0.018183,0.626391,0.340067,0.022651,0.341023,20.351767,0.196816,20.364567
2959,28.776740,2.254866,27.991743,0.624933,0.037361,0.626026,0.317833,0.026624,0.335226,20.366500,0.253621,20.365050
2969,24.986521,2.339301,27.240438,0.616300,0.008285,0.623595,0.308033,0.009120,0.328428,20.408133,0.215703,20.375821
2979,23.460109,3.337275,26.295355,0.612533,0.013040,0.620829,0.318233,0.018237,0.325879,20.338067,0.157612,20.366382
2989,23.950008,0.588184,25.709019,0.618967,0.021243,0.620364,0.311333,0.005221,0.322243,20.378600,0.184931,20.369437
2999,22.972357,0.536169,25.024853,0.633867,0.021714,0.623739,0.350900,0.004373,0.329407,20.358033,0.207047,20.366586
