timesteps,mean_return_mean,mean_return_std,mean_return_smooth_mean,success_rate_mean,success_rate_std,success_rate_smooth_mean,collision_rate_mean,collision_rate_std,collision_rate_smooth_mean,mean_speed_mean,mean_speed_std,mean_speed_smooth_mean
2199,28.647850,4.145244,27.985787,0.775333,0.006900,0.744736,0.238467,0.037161,0.247005,20.621000,0.114931,20.642963
2209,24.879981,2.967167,27.209335,0.712467,0.031286,0.736668,0.220833,0.041186,0.240462,20.672767,0.160992,20.650414
2219,27.694577,3.076153,27.330646,0.714667,0.011921,0.731168,0.224433,0.039899,0.236455,20.584167,0.154576,20.633852
2229,26.222626,2.449366,27.053641,0.735933,0.014374,0.732359,0.249433,0.024350,0.239700,20.595000,0.125569,20.624139
2239,26.055397,2.018685,26.804080,0.733733,0.012210,0.732703,0.236567,0.027956,0.238916,20.645367,0.192816,20.629446
2249,28.322185,0.682908,27.183606,0.740000,0.018210,0.734527,0.259767,0.044978,0.244129,20.673167,0.139540,20.640376
2259,29.645717,0.290053,27.799134,0.748633,0.011813,0.738054,0.249600,0.026784,0.245497,20.664700,0.191468,20.646457
2269,30.916229,0.887587,28.578408,0.748833,0.020037,0.740749,0.242767,0.018069,0.244814,20.634867,0.153637,20.643560
2279,31.207829,1.449935,29.235763,0.765467,0.011840,0.746928,0.244133,0.044744,0.244644,20.646667,0.183658,20.644336
2289,31.157901,3.256405,29.716297,0.737100,0.017105,0.744471,0.239933,0.002772,0.243466,20.652033,0.161028,20.646261
2299,27.874063,1.510138,29.255739,0.754833,0.010379,0.747062,0.227667,0.035288,0.239516,20.605400,0.126792,20.636045
2309,28.938493,1.263480,29.176427,0.729467,0.019924,0.742663,0.238167,0.035056,0.239179,20.623533,0.180079,20.632917
2319,27.947414,2.601280,28.869174,0.743667,0.014411,0.742914,0.246267,0.032185,0.240951,20.600700,0.130713,20.624863
2329,25.255397,1.222475,27.965730,0.740467,0.042886,0.742302,0.227833,0.045512,0.237671,20.658267,0.131783,20.633214
2339,27.653641,1.576149,27.887708,0.730900,0.012659,0.739452,0.242667,0.033476,0.238920,20.610867,0.135407,20.627627
2349,29.309307,0.817897,28.243107,0.747033,0.009967,0.741347,0.231533,0.022932,0.237074,20.646767,0.161240,20.632412
2359,28.084801,2.913245,28.203531,0.739700,0.008459,0.740935,0.247267,0.030178,0.239622,20.649600,0.141836,20.636709
2369,30.963905,1.219748,28.893624,0.763367,0.020511,0.746543,0.258700,0.044928,0.244391,20.653133,0.192700,20.640815
2379,31.634138,1.034181,29.578753,0.756200,0.002223,0.748957,0.240500,0.031292,0.243419,20.660800,0.127840,20.645811
2389,29.269623,1.524090,29.501470,0.752900,0.031839,0.749943,0.216367,0.011400,0.236656,20.633000,0.131037,20.642608
2399,28.498575,2.343897,29.250747,0.738867,0.036225,0.747174,0.244800,0.028901,0.238692,20.624500,0.140295,20.638081
2409,26.977094,1.245613,28.682333,0.749000,0.029759,0.747630,0.228767,0.043888,0.236210,20.654600,0.154989,20.642211
2419,25.163612,1.481524,27.802653,0.751700,0.027577,0.748648,0.222933,0.037392,0.232891,20.643767,0.155189,20.642600
2429,25.347586,2.330640,27.188886,0.746900,0.030799,0.748211,0.218933,0.027736,0.229402,20.695467,0.152991,20.655817
2439,26.642496,0.823689,27.052289,0.741300,0.017730,0.746483,0.232267,0.041085,0.230118,20.621367,0.132422,20.647204
2449,26.877063,1.929569,27.008482,0.729900,0.013718,0.742337,0.261400,0.019609,0.237938,20.621167,0.150647,20.640695
2459,29.509530,1.479184,27.633744,0.755200,0.017972,0.745553,0.233700,0.028517,0.236879,20.665867,0.144704,20.646988
2469,29.203226,1.792416,28.026115,0.725733,0.020776,0.740598,0.233167,0.022628,0.235951,20.642333,0.118108,20.645824
2479,29.519439,2.850732,28.399446,0.742200,0.024267,0.740999,0.234267,0.046708,0.235530,20.670300,0.166572,20.651943
2489,28.429948,1.306178,28.407071,0.728900,0.008394,0.737974,0.259600,0.051524,0.241547,20.668333,0.159731,20.656041
2499,28.274318,2.270979,28.373883,0.758633,0.026247,0.743139,0.250867,0.058821,0.243877,20.648567,0.176546,20.654172
2509,26.899511,1.708603,28.005290,0.754100,0.013890,0.745879,0.235367,0.036718,0.241750,20.660833,0.125042,20.655837
2519,28.801102,1.532820,28.204243,0.740600,0.028838,0.744559,0.230367,0.032441,0.238904,20.674167,0.156543,20.660420
2529,27.401602,0.724041,28.003583,0.751800,0.023226,0.746369,0.226767,0.035146,0.235870,20.665667,0.136649,20.661731
2539,28.821859,1.728632,28.208152,0.734700,0.009729,0.743452,0.200600,0.026418,0.227052,20.644333,0.220487,20.657382
2549,29.174521,2.055319,28.449744,0.753000,0.035135,0.745839,0.228700,0.024740,0.227464,20.674833,0.148477,20.661745
2559,31.255313,1.849349,29.151136,0.744067,0.016665,0.745396,0.230300,0.032513,0.228173,20.667033,0.122282,20.663067
2569,31.600436,0.289096,29.763461,0.774367,0.026536,0.752639,0.229267,0.035479,0.228446,20.646500,0.140266,20.658925
2579,30.373259,1.939020,29.915911,0.743167,0.012861,0.750271,0.225300,0.045163,0.227660,20.694767,0.139729,20.667886
2589,29.510694,1.951196,29.814607,0.764400,0.007116,0.753803,0.229267,0.041950,0.228062,20.682467,0.125720,20.671531
2599,28.877646,1.386822,29.580366,0.734967,0.021640,0.749094,0.229700,0.022572,0.228471,20.634600,0.140753,20.662298
2609,27.951212,1.572489,29.173078,0.738567,0.028753,0.746462,0.249533,0.049707,0.233737,20.622933,0.153990,20.652457
2619,27.675105,0.301903,28.798585,0.759867,0.009252,0.749813,0.253967,0.037917,0.238794,20.598767,0.173817,20.639034
2629,28.017482,1.049528,28.603309,0.740233,0.020870,0.747418,0.261067,0.056025,0.244362,20.624333,0.165586,20.635359
2639,28.404456,2.071433,28.553596,0.762367,0.042246,0.751155,0.223900,0.036558,0.239247,20.689600,0.138000,20.648919
2649,29.974212,1.633481,28.908750,0.751033,0.033025,0.751125,0.236267,0.044768,0.238502,20.639933,0.152005,20.646673
2659,29.193337,0.617423,28.979897,0.761200,0.034870,0.753644,0.240933,0.041574,0.239110,20.640733,0.169041,20.645188
2669,30.376615,1.021324,29.329076,0.749600,0.019985,0.752633,0.228367,0.033077,0.236424,20.692767,0.146192,20.657083
2679,28.996485,1.996807,29.245928,0.752500,0.021800,0.752600,0.213933,0.009274,0.230801,20.660467,0.139113,20.657929
2689,27.655612,1.805052,28.848349,0.756500,0.013100,0.753575,0.227667,0.038185,0.230018,20.674967,0.145414,20.662188
2699,26.865730,1.626986,28.352695,0.776300,0.023440,0.759256,0.239600,0.032202,0.232413,20.675400,0.172279,20.665491
2709,25.888606,0.052449,27.736672,0.749200,0.024332,0.756742,0.230900,0.027186,0.232035,20.663633,0.129292,20.665027
2719,27.090410,1.219849,27.575107,0.742533,0.031498,0.753190,0.240833,0.057449,0.234235,20.662533,0.168673,20.664403
2729,28.085582,1.653008,27.702726,0.759433,0.014873,0.754751,0.261700,0.039551,0.241101,20.628467,0.165558,20.655419
2739,28.985399,2.976739,28.023394,0.742867,0.032108,0.751780,0.244067,0.043272,0.241842,20.649700,0.156470,20.653989
2749,29.480433,2.197658,28.387654,0.761300,0.010645,0.754160,0.254200,0.036473,0.244932,20.663333,0.148943,20.656325
2759,31.631185,2.099340,29.198537,0.742700,0.037457,0.751295,0.210833,0.028222,0.236407,20.690233,0.157550,20.664802
2769,30.972078,1.660604,29.641922,0.755433,0.028678,0.752329,0.180733,0.009160,0.222489,20.662633,0.135740,20.664260
2779,29.254521,1.938394,29.545072,0.757933,0.014764,0.753730,0.228533,0.022662,0.224000,20.663800,0.149965,20.664145
2789,29.345666,3.926494,29.495220,0.754500,0.013924,0.753923,0.237200,0.039220,0.227300,20.662367,0.192898,20.663700
2799,28.162218,0.869072,29.161970,0.753767,0.020817,0.753884,0.231033,0.022948,0.228233,20.692567,0.132717,20.670917
2809,28.235883,0.411958,28.930448,0.765800,0.013766,0.756863,0.251333,0.038244,0.234008,20.690500,0.104883,20.675813
2819,28.153631,0.676908,28.736244,0.743200,0.013579,0.753447,0.226867,0.023671,0.232223,20.645767,0.145795,20.668301
2829,28.722447,1.995630,28.732794,0.756433,0.016560,0.754194,0.227800,0.033924,0.231117,20.633200,0.103922,20.659526
2839,29.531333,1.436879,28.932429,0.747567,0.021162,0.752537,0.218067,0.031131,0.227855,20.647067,0.158309,20.656411
2849,31.319637,0.755606,29.529231,0.728767,0.030258,0.746594,0.236067,0.042558,0.229908,20.692800,0.123811,20.665508
2859,31.172668,1.376307,29.940090,0.767733,0.017350,0.751879,0.227433,0.023362,0.229289,20.626600,0.149789,20.655781
2869,30.132701,0.807020,29.988243,0.752000,0.034280,0.751909,0.218867,0.029372,0.226683,20.642433,0.159942,20.652444
2879,28.129709,1.763009,29.523609,0.756767,0.011128,0.753124,0.221300,0.047181,0.225338,20.689267,0.140455,20.661650
2889,26.982773,2.786180,28.888400,0.735600,0.019102,0.748743,0.244233,0.025942,0.230062,20.684133,0.168984,20.667271
2899,26.608787,1.768105,28.318497,0.760167,0.015186,0.751599,0.217167,0.044077,0.226838,20.589333,0.097958,20.647786
2909,26.455424,0.723900,27.852729,0.759833,0.025296,0.753657,0.237700,0.033929,0.229553,20.636867,0.119987,20.645056
2919,27.069548,0.942521,27.656934,0.754900,0.006800,0.753968,0.232367,0.029001,0.230257,20.623300,0.170092,20.639617
2929,28.072306,1.284527,27.760777,0.758533,0.031344,0.755109,0.220567,0.036253,0.227834,20.724433,0.161821,20.660821
2939,30.444757,2.108372,28.431772,0.754933,0.018279,0.755065,0.216067,0.014188,0.224892,20.631033,0.156698,20.653374
2949,30.006791,1.474246,28.825527,0.752600,0.016003,0.754449,0.226300,0.036773,0.225244,20.675100,0.163690,20.658806
2959,28.862986,2.450221,28.834891,0.759767,0.006575,0.755778,0.190933,0.015281,0.216667,20.685667,0.201934,20.665521
2969,28.742461,1.437954,28.811784,0.757333,0.027724,0.756167,0.232367,0.030071,0.220592,20.681633,0.113488,20.669549
2979,29.750181,1.997320,29.046383,0.753900,0.021919,0.755600,0.224700,0.038257,0.221619,20.701800,0.156278,20.677612
2989,27.660592,1.476311,28.699935,0.750133,0.025976,0.754234,0.216033,0.009977,0.220222,20.664900,0.149525,20.674434
2999,27.318976,1.686505,28.354696,0.742333,0.029148,0.751259,0.223767,0.037707,0.221108,20.693533,0.186239,20.679209
