init,     2026-04-23 11:48:26.671955
arguments,Namespace(lr=0.00032, gamma=0.998, entropy=0.18, PPO_epochs=4, eps_clip=0.12, alg='ppo', cuda=0, thread=2, train_num=8000, train_envs=8, val_interval_timesteps=2500, val_episodes=20, eval_episodes=30, final_eval_episodes=30, rep=11, seed=54, ignore_checkpoint=True, monitor_time=False, allow_long_train=True, eval_only=False, eval_checkpoint='best', eval_save_details=False, eval_artifact_stem='', task='gymip', model='rwtaspk', optimizer='rmsprop', gymip_train_xml='inverted_pendulum_ChangeThk_0.050000.xml', hidden_num=64, hid_group_num=8, hid_group_size=8, rwta_del_connection='none', response_window=40, snn_num_steps=15, rollout_steps=896, mini_batch_size=224, gae_lambda=0.99, adv_norm=1, reward_scale=0.9, grad_clip=0.4, critic_lr=0.00032, curriculum_mode='adaptive', curriculum_clean_ratio=0.99, max_noise=0.008, entropy_min=0.1, entropy_decay=1.0, entropy_warmup_scale=1.1, entropy_warmup_episodes=50, curriculum_patience=4, curriculum_noise_step=0.001, curriculum_entropy_decay=0.95, lane_profile='legacy', road_scenario='highway', traffic_level='dense', highway_reward_stage='c_success', warm_start_kind='none', warm_start_prefix='')
seed,     54
model_dir,/root/autodl-tmp/SVPG2023/LANE/training_runs/ours/highway_dense/models
log_dir,  /root/autodl-tmp/SVPG2023/LANE/training_runs/ours/highway_dense/logs
parallel, train_envs 8
train,    1, 2, -5.405536,    2, 1.00,    2, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 18.500, term collision
train_t,  482, 16688, 205.596923,   32, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.999, speed 20.430, term success
train,    483, 16745, 98.896427,   57, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 28.300, term collision
train_t,  483, 16745, 98.896427,   57, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 28.300, term collision
train,    484, 16841, 115.467891,   96, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.758, speed 24.515, term collision
train_t,  484, 16841, 115.467891,   96, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.758, speed 24.515, term collision
train,    485, 16941, 38.843245,  100, 0.00,    6, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.220, speed 24.169, term success
train_t,  485, 16941, 38.843245,  100, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.220, speed 24.169, term success
train,    486, 16973, 122.238471,   32, 0.00,    8, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.903, speed 22.953, term success
train_t,  486, 16973, 122.238471,   32, 0.00,   15, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.903, speed 22.953, term success
train,    487, 16988, 33.344850,   15, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.246, speed 20.610, term collision
train_t,  487, 16988, 33.344850,   15, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.246, speed 20.610, term collision
train,    488, 17022, -20.127656,   34, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.564, speed 23.256, term collision
train_t,  488, 17022, -20.127656,   34, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.564, speed 23.256, term collision
train,    489, 17052, 129.675448,   30, 1.00,   14, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.666, speed 24.260, term collision
train_t,  489, 17052, 129.675448,   30, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.666, speed 24.260, term collision
train,    490, 17054, -32.501096,    2, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 21.713, term collision
train_t,  490, 17054, -32.501096,    2, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 21.713, term collision
train,    491, 17153, 60.561980,   99, 0.00,   16, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.695, speed 20.388, term success
train_t,  491, 17153, 60.561980,   99, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.695, speed 20.388, term success
train,    492, 17160, 49.604178,    7, 1.00,   13, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.277, speed 27.926, term collision
train_t,  492, 17160, 49.604178,    7, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.277, speed 27.926, term collision
train,    493, 17274, 198.410675,  114, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.875, speed 23.133, term success
train_t,  493, 17274, 198.410675,  114, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.875, speed 23.133, term success
train,    494, 17277, 42.437021,    3, 1.00,    3, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.152, speed 20.373, term collision
train_t,  494, 17277, 42.437021,    3, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.152, speed 20.373, term collision
train,    495, 17286, 42.205600,    9, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.275, speed 19.433, term collision
train_t,  495, 17286, 42.205600,    9, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.275, speed 19.433, term collision
train,    496, 17321, -9.514553,   35, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 18.500, term collision
train_t,  496, 17321, -9.514553,   35, 1.00,    3, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 18.500, term collision
train,    497, 17359, 117.111898,   38, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.682, speed 24.085, term success
train_t,  497, 17359, 117.111898,   38, 0.00,    7, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.682, speed 24.085, term success
train,    498, 17361, 136.573877,    2, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.254, speed 23.119, term collision
train_t,  498, 17361, 136.573877,    2, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.254, speed 23.119, term collision
train,    499, 17363, -42.251980,    2, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 24.507, term collision
train_t,  499, 17363, -42.251980,    2, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 24.507, term collision
train,    500, 17397, -10.063254,   34, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.371, speed 23.408, term collision
train_t,  500, 17397, -10.063254,   34, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.371, speed 23.408, term collision
update,   500,   10,  17397, 7.529915, -0.000000
val,      500, 3.117922, 0.5022,  18.6821,   0.3098, 0.1629,  20.4833, timeout 0.0000, progress 0.0616, offroad 0.0000, low_speed_abort 0.0000, complete_low_speed 0.0000, other_terminal 0.0000, term collision:10/20|success:10/20
val_t,    500, 17397, 3.117922, 0.5022,  18.6821,   0.3098, 0.1629,  20.4833, timeout 0.0000, progress 0.0616, offroad 0.0000, low_speed_abort 0.0000, complete_low_speed 0.0000, other_terminal 0.0000, term collision:10/20|success:10/20
train,    501, 17429, 61.643344,   32, 0.00,    8, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.220, speed 24.607, term success
train_t,  501, 17429, 61.643344,   32, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.220, speed 24.607, term success
train,    502, 17431, -31.653647,    2, 1.00,    4, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 25.330, term collision
train_t,  502, 17431, -31.653647,    2, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 25.330, term collision
train,    503, 17433, -45.000000,    2, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.300, speed 22.611, term collision
train_t,  503, 17433, -45.000000,    2, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.300, speed 22.611, term collision
train,    504, 17462, 13.243369,   29, 1.00,   13, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.467, speed 23.844, term collision
train_t,  504, 17462, 13.243369,   29, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.467, speed 23.844, term collision
train,    505, 17528, 57.073396,   66, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.584, speed 26.677, term collision
train_t,  505, 17528, 57.073396,   66, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.584, speed 26.677, term collision
train,    506, 17530, 107.611971,    2, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.262, speed 24.864, term collision
train_t,  506, 17530, 107.611971,    2, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.262, speed 24.864, term collision
train,    507, 17532, 98.320332,    2, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.532, speed 18.500, term collision
train_t,  507, 17532, 98.320332,    2, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.532, speed 18.500, term collision
train,    508, 17534, -45.000000,    2, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.229, speed 22.883, term collision
train_t,  508, 17534, -45.000000,    2, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.229, speed 22.883, term collision
train,    509, 17552, 48.643980,   18, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.167, speed 25.209, term collision
train_t,  509, 17552, 48.643980,   18, 1.00,    2, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.167, speed 25.209, term collision
train,    510, 17566, -45.000000,   14, 1.00,    4, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 28.300, term collision
train_t,  510, 17566, -45.000000,   14, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 28.300, term collision
train,    511, 17671, 65.338094,  105, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 26.177, term success
train_t,  511, 17671, 65.338094,  105, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 26.177, term success
train,    512, 17673, -17.071981,    2, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.432, speed 25.862, term collision
train_t,  512, 17673, -17.071981,    2, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.432, speed 25.862, term collision
train,    513, 17707, 112.715486,   34, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.698, speed 21.038, term collision
train_t,  513, 17707, 112.715486,   34, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.698, speed 21.038, term collision
train,    514, 17766, 0.158116,   59, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.473, speed 18.500, term collision
train_t,  514, 17766, 0.158116,   59, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.473, speed 18.500, term collision
train,    515, 17768, -27.113262,    2, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 20.594, term collision
train_t,  515, 17768, -27.113262,    2, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 20.594, term collision
train,    516, 17820, 56.699426,   52, 1.00,    4, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.311, speed 24.568, term collision
train_t,  516, 17820, 56.699426,   52, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.311, speed 24.568, term collision
train,    517, 17822, 49.676338,    2, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.258, speed 22.204, term collision
train_t,  517, 17822, 49.676338,    2, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.258, speed 22.204, term collision
train,    518, 17824, -21.922349,    2, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.440, speed 24.269, term collision
train_t,  518, 17824, -21.922349,    2, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.440, speed 24.269, term collision
train,    519, 17834, -10.009082,   10, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.347, speed 18.500, term collision
train_t,  519, 17834, -10.009082,   10, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.347, speed 18.500, term collision
train,    520, 17929, -45.000000,   95, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.536, speed 18.500, term collision
train_t,  520, 17929, -45.000000,   95, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.536, speed 18.500, term collision
train,    521, 17931, -45.000000,    2, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 22.639, term collision
train_t,  521, 17931, -45.000000,    2, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 22.639, term collision
train,    522, 17953, 37.653256,   22, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.175, speed 25.309, term collision
train_t,  522, 17953, 37.653256,   22, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.175, speed 25.309, term collision
train,    523, 17987, 137.615992,   34, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.721, speed 24.311, term success
train_t,  523, 17987, 137.615992,   34, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.721, speed 24.311, term success
train,    524, 18107, 106.185114,  120, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 25.000, term success
train_t,  524, 18107, 106.185114,  120, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 25.000, term success
train,    525, 18111, 22.693229,    4, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 19.899, term collision
train_t,  525, 18111, 22.693229,    4, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 19.899, term collision
train,    526, 18113, 23.323878,    2, 1.00,    4, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.044, speed 25.262, term collision
train_t,  526, 18113, 23.323878,    2, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.044, speed 25.262, term collision
train,    527, 18136, 55.068180,   23, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.243, speed 24.869, term collision
train_t,  527, 18136, 55.068180,   23, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.243, speed 24.869, term collision
train,    528, 18169, -19.438659,   33, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.477, speed 18.500, term collision
train_t,  528, 18169, -19.438659,   33, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.477, speed 18.500, term collision
train,    529, 18289, 196.730045,  120, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.872, speed 21.542, term success
train_t,  529, 18289, 196.730045,  120, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.872, speed 21.542, term success
train,    530, 18391, 172.159559,  102, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.905, speed 26.360, term success
train_t,  530, 18391, 172.159559,  102, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.905, speed 26.360, term success
train,    531, 18425, 145.000000,   34, 1.00,   13, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.740, speed 19.518, term collision
train_t,  531, 18425, 145.000000,   34, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.740, speed 19.518, term collision
train,    532, 18427, -20.965064,    2, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 26.360, term collision
train_t,  532, 18427, -20.965064,    2, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 26.360, term collision
train,    533, 18435, 0.639901,    8, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 24.388, term collision
train_t,  533, 18435, 0.639901,    8, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 24.388, term collision
train,    534, 18480, 175.635480,   45, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.887, speed 20.409, term success
train_t,  534, 18480, 175.635480,   45, 0.00,   15, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.887, speed 20.409, term success
train,    535, 18482, 77.278686,    2, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 22.748, term collision
train_t,  535, 18482, 77.278686,    2, 1.00,    4, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 22.748, term collision
train,    536, 18484, 21.335428,    2, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.545, speed 27.735, term collision
train_t,  536, 18484, 21.335428,    2, 1.00,   14, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.545, speed 27.735, term collision
train,    537, 18486, -1.097991,    2, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 23.252, term collision
train_t,  537, 18486, -1.097991,    2, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 23.252, term collision
train,    538, 18488, -3.525166,    2, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 27.292, term collision
train_t,  538, 18488, -3.525166,    2, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 27.292, term collision
train,    539, 18560, 56.847966,   72, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 22.189, term collision
train_t,  539, 18560, 56.847966,   72, 1.00,   16, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 22.189, term collision
train,    540, 18562, 39.764452,    2, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.254, speed 21.210, term collision
train_t,  540, 18562, 39.764452,    2, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.254, speed 21.210, term collision
train,    541, 18568, 37.800389,    6, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 23.073, term collision
train_t,  541, 18568, 37.800389,    6, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 23.073, term collision
train,    542, 18570, -45.000000,    2, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.049, speed 20.627, term collision
train_t,  542, 18570, -45.000000,    2, 1.00,    4, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.049, speed 20.627, term collision
train,    543, 18647, 1.130878,   77, 1.00,   16, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 27.013, term collision
train_t,  543, 18647, 1.130878,   77, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 27.013, term collision
train,    544, 18726, 46.128463,   79, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.794, speed 28.300, term collision
train_t,  544, 18726, 46.128463,   79, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.794, speed 28.300, term collision
train,    545, 18745, 72.281314,   19, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.596, speed 22.840, term collision
train_t,  545, 18745, 72.281314,   19, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.596, speed 22.840, term collision
train,    546, 18767, 89.556666,   22, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.222, speed 21.756, term collision
train_t,  546, 18767, 89.556666,   22, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.222, speed 21.756, term collision
train,    547, 18782, -45.000000,   15, 1.00,    4, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 23.249, term collision
train_t,  547, 18782, -45.000000,   15, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 23.249, term collision
train,    548, 18784, 93.084664,    2, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 25.457, term collision
train_t,  548, 18784, 93.084664,    2, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 25.457, term collision
train,    549, 18819, -45.000000,   35, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.650, speed 18.500, term collision
train_t,  549, 18819, -45.000000,   35, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.650, speed 18.500, term collision
train,    550, 18850, 48.974608,   31, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.293, speed 18.500, term collision
train_t,  550, 18850, 48.974608,   31, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.293, speed 18.500, term collision
update,   550,   11,  18850, 99.013173, -0.000000
train,    551, 18909, 40.925868,   59, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.306, speed 22.730, term collision
train_t,  551, 18909, 40.925868,   59, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.306, speed 22.730, term collision
train,    552, 18975, 145.000000,   66, 1.00,   16, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 22.333, term collision
train_t,  552, 18975, 145.000000,   66, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 22.333, term collision
train,    553, 18977, -45.000000,    2, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.107, speed 25.825, term collision
train_t,  553, 18977, -45.000000,    2, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.107, speed 25.825, term collision
train,    554, 18979, -2.144827,    2, 1.00,   13, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.352, speed 19.652, term collision
train_t,  554, 18979, -2.144827,    2, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.352, speed 19.652, term collision
train,    555, 19078, 137.032029,   99, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 22.199, term success
train_t,  555, 19078, 137.032029,   99, 0.00,   16, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 22.199, term success
train,    556, 19080, -25.816489,    2, 1.00,    4, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 25.810, term collision
train_t,  556, 19080, -25.816489,    2, 1.00,    4, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 25.810, term collision
train,    557, 19176, 107.212910,   96, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.334, speed 22.904, term collision
train_t,  557, 19176, 107.212910,   96, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.334, speed 22.904, term collision
train,    558, 19259, 61.218555,   83, 0.00,    6, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.673, speed 20.334, term success
train_t,  558, 19259, 61.218555,   83, 0.00,   15, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.673, speed 20.334, term success
train,    559, 19379, 162.209601,  120, 0.00,   15, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.830, speed 20.253, term success
train_t,  559, 19379, 162.209601,  120, 0.00,   15, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.830, speed 20.253, term success
train,    560, 19401, -45.000000,   22, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 18.500, term collision
train_t,  560, 19401, -45.000000,   22, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 18.500, term collision
train,    561, 19404, 23.723654,    3, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.233, speed 25.853, term collision
train_t,  561, 19404, 23.723654,    3, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.233, speed 25.853, term collision
train,    562, 19406, 13.092740,    2, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.038, speed 22.825, term collision
train_t,  562, 19406, 13.092740,    2, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.038, speed 22.825, term collision
train,    563, 19408, -45.000000,    2, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.374, speed 24.846, term collision
train_t,  563, 19408, -45.000000,    2, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.374, speed 24.846, term collision
train,    564, 19410, -43.283549,    2, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 24.211, term collision
train_t,  564, 19410, -43.283549,    2, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 24.211, term collision
train,    565, 19477, 24.965961,   67, 1.00,   15, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.647, speed 22.713, term collision
train_t,  565, 19477, 24.965961,   67, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.647, speed 22.713, term collision
train,    566, 19479, 62.967360,    2, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.030, speed 20.833, term collision
