init,     2026-04-23 11:48:26.766157
note,     ILLUSTRATIVE DEMO LOG - ours dense, slightly better than baseline dense demo; not experimental data
arguments,Namespace(lr=0.00032, gamma=0.998, entropy=0.18, PPO_epochs=4, eps_clip=0.12, alg='ppo', cuda=0, thread=2, train_num=8000, train_envs=8, val_interval_timesteps=2500, val_episodes=20, eval_episodes=30, final_eval_episodes=30, rep=11, seed=55, ignore_checkpoint=True, monitor_time=False, allow_long_train=True, eval_only=False, eval_checkpoint='best', eval_save_details=False, eval_artifact_stem='', task='gymip', model='rwtaspk', optimizer='rmsprop', gymip_train_xml='inverted_pendulum_ChangeThk_0.050000.xml', hidden_num=64, hid_group_num=8, hid_group_size=8, rwta_del_connection='none', response_window=40, snn_num_steps=15, rollout_steps=896, mini_batch_size=224, gae_lambda=0.99, adv_norm=1, reward_scale=0.9, grad_clip=0.4, critic_lr=0.00032, curriculum_mode='adaptive', curriculum_clean_ratio=0.99, max_noise=0.008, entropy_min=0.1, entropy_decay=1.0, entropy_warmup_scale=1.1, entropy_warmup_episodes=50, curriculum_patience=4, curriculum_noise_step=0.001, curriculum_entropy_decay=0.95, lane_profile='legacy', road_scenario='highway', traffic_level='dense', highway_reward_stage='c_success', warm_start_kind='none', warm_start_prefix='')
seed,     55
model_dir,/root/autodl-tmp/SVPG2023/LANE/training_runs/ours/highway_dense/models
log_dir,  /root/autodl-tmp/SVPG2023/LANE/training_runs/ours/highway_dense/logs
parallel, train_envs 8
train,    1, 2, 52.907861,    2, 1.00,    4, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 19.563, term collision
train,    660, 23903, 154.667942,  120, 0.00,   18, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 26.164, term success
train_t,  660, 23903, 154.667942,  120, 0.00,   15, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 26.164, term success
train,    661, 23964, 224.021361,   61, 0.00,   15, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 28.800, term success
train_t,  661, 23964, 224.021361,   61, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 28.800, term success
train,    662, 24036, 74.061159,   72, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.500, speed 26.251, term collision
train_t,  662, 24036, 74.061159,   72, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.500, speed 26.251, term collision
train,    663, 24126, 225.000000,   90, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 24.787, term success
train_t,  663, 24126, 225.000000,   90, 0.00,   15, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 24.787, term success
train,    664, 24128, -45.000000,    2, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.500, speed 21.864, term collision
train_t,  664, 24128, -45.000000,    2, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.500, speed 21.864, term collision
train,    665, 24130, 11.098016,    2, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 20.572, term collision
train_t,  665, 24130, 11.098016,    2, 1.00,    4, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 20.572, term collision
train,    666, 24192, 8.238362,   62, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.184, speed 25.863, term collision
train_t,  666, 24192, 8.238362,   62, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.184, speed 25.863, term collision
train,    667, 24311, 177.385188,  119, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.958, speed 26.028, term success
train_t,  667, 24311, 177.385188,  119, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.958, speed 26.028, term success
train,    668, 24326, 54.664124,   15, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 28.300, term collision
train_t,  668, 24326, 54.664124,   15, 1.00,    3, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 28.300, term collision
train,    669, 24363, 181.967909,   37, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.859, speed 23.451, term success
train_t,  669, 24363, 181.967909,   37, 0.00,   15, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.859, speed 23.451, term success
train,    670, 24424, -4.046608,   61, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.478, speed 24.015, term collision
train_t,  670, 24424, -4.046608,   61, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.478, speed 24.015, term collision
train,    671, 24447, -15.039568,   23, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.447, speed 26.072, term collision
train_t,  671, 24447, -15.039568,   23, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.447, speed 26.072, term collision
train,    672, 24563, 127.093054,  116, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.849, speed 26.347, term success
train_t,  672, 24563, 127.093054,  116, 0.00,   15, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.849, speed 26.347, term success
train,    673, 24651, 6.181466,   88, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.220, speed 26.978, term success
train_t,  673, 24651, 6.181466,   88, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.220, speed 26.978, term success
train,    674, 24723, 32.614650,   72, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.447, speed 23.423, term collision
train_t,  674, 24723, 32.614650,   72, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.447, speed 23.423, term collision
train,    675, 24742, 62.317570,   19, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 18.877, term collision
train_t,  675, 24742, 62.317570,   19, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 18.877, term collision
train,    676, 24744, 48.782335,    2, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.235, speed 20.697, term collision
train_t,  676, 24744, 48.782335,    2, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.235, speed 20.697, term collision
train,    677, 24830, 141.297857,   86, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.721, speed 26.634, term success
train_t,  677, 24830, 141.297857,   86, 0.00,   15, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.721, speed 26.634, term success
train,    678, 24913, 57.027207,   83, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.471, speed 22.558, term collision
train_t,  678, 24913, 57.027207,   83, 1.00,   15, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.471, speed 22.558, term collision
train,    679, 25024, 120.156735,  111, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.788, speed 22.456, term success
train_t,  679, 25024, 120.156735,  111, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.788, speed 22.456, term success
train,    680, 25058, 115.674902,   34, 1.00,   15, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.670, speed 20.716, term collision
train_t,  680, 25058, 115.674902,   34, 1.00,   15, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.670, speed 20.716, term collision
train,    681, 25096, -45.000000,   38, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 25.148, term collision
train_t,  681, 25096, -45.000000,   38, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 25.148, term collision
train,    682, 25151, -45.000000,   55, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.371, speed 22.912, term collision
train_t,  682, 25151, -45.000000,   55, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.371, speed 22.912, term collision
train,    683, 25153, 2.735062,    2, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.436, speed 25.106, term collision
train_t,  683, 25153, 2.735062,    2, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.436, speed 25.106, term collision
train,    684, 25261, 59.535154,  108, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.511, speed 26.700, term success
train_t,  684, 25261, 59.535154,  108, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.511, speed 26.700, term success
train,    685, 25263, -29.256135,    2, 1.00,    4, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 21.625, term collision
train_t,  685, 25263, -29.256135,    2, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 21.625, term collision
train,    686, 25312, 120.130387,   49, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.387, speed 23.152, term success
train_t,  686, 25312, 120.130387,   49, 0.00,    8, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.387, speed 23.152, term success
train,    687, 25344, 44.111829,   32, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.123, speed 24.735, term collision
train_t,  687, 25344, 44.111829,   32, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.123, speed 24.735, term collision
train,    688, 25440, 133.047466,   96, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.753, speed 26.901, term collision
train_t,  688, 25440, 133.047466,   96, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.753, speed 26.901, term collision
train,    689, 25536, 67.554181,   96, 1.00,   16, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.756, speed 21.260, term collision
train_t,  689, 25536, 67.554181,   96, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.756, speed 21.260, term collision
train,    690, 25538, 59.674799,    2, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 23.242, term collision
train_t,  690, 25538, 59.674799,    2, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 23.242, term collision
train,    691, 25635, 88.824565,   97, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.790, speed 20.930, term success
train_t,  691, 25635, 88.824565,   97, 0.00,   15, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.790, speed 20.930, term success
train,    692, 25656, -28.963429,   21, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.045, speed 28.300, term collision
train_t,  692, 25656, -28.963429,   21, 1.00,    4, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.045, speed 28.300, term collision
train,    693, 25721, 82.064581,   65, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.314, speed 24.276, term collision
train_t,  693, 25721, 82.064581,   65, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.314, speed 24.276, term collision
train,    694, 25723, 53.110417,    2, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.204, speed 22.219, term collision
train_t,  694, 25723, 53.110417,    2, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.204, speed 22.219, term collision
train,    695, 25816, 4.682241,   93, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.774, speed 20.761, term collision
train_t,  695, 25816, 4.682241,   93, 1.00,   14, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.774, speed 20.761, term collision
train,    696, 25855, 17.703451,   39, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.572, speed 22.197, term success
train_t,  696, 25855, 17.703451,   39, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.572, speed 22.197, term success
train,    697, 25887, 10.717686,   32, 0.00,    7, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.220, speed 20.000, term success
train_t,  697, 25887, 10.717686,   32, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.220, speed 20.000, term success
train,    698, 25921, -8.004343,   34, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.514, speed 24.511, term collision
train_t,  698, 25921, -8.004343,   34, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.514, speed 24.511, term collision
train,    699, 25983, -45.000000,   62, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.299, speed 22.619, term collision
train_t,  699, 25983, -45.000000,   62, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.299, speed 22.619, term collision
train,    700, 26011, 93.710252,   28, 1.00,    4, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 25.380, term collision
train_t,  700, 26011, 93.710252,   28, 1.00,    3, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 25.380, term collision
update,   700,   14,  26011, 127.932686, -0.000000
val,      700, 60.044474, 0.5203,   8.1678,   0.2301, 0.1456,  20.3229, timeout 0.0000, progress 0.1322, offroad 0.0000, low_speed_abort 0.0000, complete_low_speed 0.0000, other_terminal 0.0000, term collision:10/20|success:10/20
val_t,    700, 26011, 60.044474, 0.5203,   8.1678,   0.2301, 0.1456,  20.3229, timeout 0.0000, progress 0.1322, offroad 0.0000, low_speed_abort 0.0000, complete_low_speed 0.0000, other_terminal 0.0000, term collision:10/20|success:10/20
train,    701, 26017, -45.000000,    6, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.109, speed 21.407, term collision
train_t,  701, 26017, -45.000000,    6, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.109, speed 21.407, term collision
train,    702, 26049, 125.860705,   32, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.498, speed 20.856, term success
train_t,  702, 26049, 125.860705,   32, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.498, speed 20.856, term success
train,    703, 26114, 10.267432,   65, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.419, speed 28.300, term collision
train_t,  703, 26114, 10.267432,   65, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.419, speed 28.300, term collision
train,    704, 26146, 83.795931,   32, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.752, speed 22.006, term success
train_t,  704, 26146, 83.795931,   32, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.752, speed 22.006, term success
train,    705, 26148, -45.000000,    2, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.039, speed 18.500, term collision
train_t,  705, 26148, -45.000000,    2, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.039, speed 18.500, term collision
train,    706, 26150, 72.984785,    2, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 28.300, term collision
train_t,  706, 26150, 72.984785,    2, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 28.300, term collision
train,    707, 26193, 74.785721,   43, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.595, speed 18.500, term collision
train_t,  707, 26193, 74.785721,   43, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.595, speed 18.500, term collision
train,    708, 26195, 17.599136,    2, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 20.840, term collision
train_t,  708, 26195, 17.599136,    2, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 20.840, term collision
train,    709, 26231, 11.515665,   36, 1.00,   13, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 20.386, term collision
train_t,  709, 26231, 11.515665,   36, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 20.386, term collision
train,    710, 26233, -20.325070,    2, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.285, speed 21.768, term collision
train_t,  710, 26233, -20.325070,    2, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.285, speed 21.768, term collision
train,    711, 26349, 208.827032,  116, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.976, speed 23.477, term success
train_t,  711, 26349, 208.827032,  116, 0.00,   16, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.976, speed 23.477, term success
train,    712, 26426, 36.864198,   77, 1.00,   13, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.436, speed 23.072, term collision
train_t,  712, 26426, 36.864198,   77, 1.00,   13, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.436, speed 23.072, term collision
train,    713, 26472, 43.348484,   46, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.293, speed 22.509, term collision
train_t,  713, 26472, 43.348484,   46, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.293, speed 22.509, term collision
train,    714, 26511, 55.882961,   39, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.406, speed 19.215, term collision
train_t,  714, 26511, 55.882961,   39, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.406, speed 19.215, term collision
train,    715, 26556, 31.489986,   45, 1.00,   13, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.180, speed 19.625, term collision
train_t,  715, 26556, 31.489986,   45, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.180, speed 19.625, term collision
train,    716, 26593, 213.866385,   37, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.584, speed 25.613, term success
train_t,  716, 26593, 213.866385,   37, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.584, speed 25.613, term success
train,    717, 26625, 80.111761,   32, 0.00,   19, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 22.998, term success
train_t,  717, 26625, 80.111761,   32, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 22.998, term success
train,    718, 26627, -1.084562,    2, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.395, speed 26.638, term collision
train_t,  718, 26627, -1.084562,    2, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.395, speed 26.638, term collision
train,    719, 26712, 78.123056,   85, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 25.866, term collision
train_t,  719, 26712, 78.123056,   85, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 25.866, term collision
train,    720, 26807, -45.000000,   95, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.348, speed 22.426, term collision
train_t,  720, 26807, -45.000000,   95, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.348, speed 22.426, term collision
train,    721, 26852, 141.963779,   45, 0.00,   15, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.787, speed 22.011, term success
train_t,  721, 26852, 141.963779,   45, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.787, speed 22.011, term success
train,    722, 26895, 27.533857,   43, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.072, speed 23.191, term collision
train_t,  722, 26895, 27.533857,   43, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.072, speed 23.191, term collision
train,    723, 26927, 159.597076,   32, 0.00,   16, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 20.440, term success
train_t,  723, 26927, 159.597076,   32, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 20.440, term success
train,    724, 26929, 62.263565,    2, 1.00,    3, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.162, speed 27.315, term collision
train_t,  724, 26929, 62.263565,    2, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.162, speed 27.315, term collision
train,    725, 26961, 8.963041,   32, 0.00,    7, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.310, speed 25.009, term success
train_t,  725, 26961, 8.963041,   32, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.310, speed 25.009, term success
train,    726, 26996, 51.939054,   35, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.096, speed 23.805, term collision
train_t,  726, 26996, 51.939054,   35, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.096, speed 23.805, term collision
train,    727, 27008, 14.752033,   12, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 28.300, term collision
train_t,  727, 27008, 14.752033,   12, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 28.300, term collision
train,    728, 27010, 6.011177,    2, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.524, speed 21.619, term collision
train_t,  728, 27010, 6.011177,    2, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.524, speed 21.619, term collision
train,    729, 27045, 145.000000,   35, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.045, speed 26.866, term collision
train_t,  729, 27045, 145.000000,   35, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.045, speed 26.866, term collision
train,    730, 27091, 73.402802,   46, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.453, speed 26.384, term collision
train_t,  730, 27091, 73.402802,   46, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.453, speed 26.384, term collision
train,    731, 27093, 115.165263,    2, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.558, speed 22.379, term collision
train_t,  731, 27093, 115.165263,    2, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.558, speed 22.379, term collision
train,    732, 27195, 86.579182,  102, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.536, speed 24.236, term success
train_t,  732, 27195, 86.579182,  102, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.536, speed 24.236, term success
train,    733, 27262, 79.617569,   67, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.403, speed 23.640, term collision
train_t,  733, 27262, 79.617569,   67, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.403, speed 23.640, term collision
train,    734, 27350, 70.937538,   88, 0.00,   17, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.800, speed 22.878, term success
train_t,  734, 27350, 70.937538,   88, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.800, speed 22.878, term success
train,    735, 27362, 18.348133,   12, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.497, speed 22.083, term collision
train_t,  735, 27362, 18.348133,   12, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.497, speed 22.083, term collision
train,    736, 27444, -20.871750,   82, 1.00,   13, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 19.246, term collision
train_t,  736, 27444, -20.871750,   82, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 19.246, term collision
train,    737, 27540, 105.510107,   96, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.541, speed 23.389, term collision
train_t,  737, 27540, 105.510107,   96, 1.00,   13, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.541, speed 23.389, term collision
train,    738, 27605, 40.213475,   65, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.344, speed 19.849, term collision
train_t,  738, 27605, 40.213475,   65, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.344, speed 19.849, term collision
train,    739, 27697, 152.178148,   92, 0.00,   15, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.884, speed 23.367, term success
train_t,  739, 27697, 152.178148,   92, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.884, speed 23.367, term success
train,    740, 27729, 94.345731,   32, 0.00,   16, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.874, speed 24.324, term success
train_t,  740, 27729, 94.345731,   32, 0.00,   15, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.874, speed 24.324, term success
train,    741, 27822, 103.982310,   93, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 23.889, term success
train_t,  741, 27822, 103.982310,   93, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 23.889, term success
train,    742, 27824, 30.596129,    2, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.339, speed 26.391, term collision
train_t,  742, 27824, 30.596129,    2, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.339, speed 26.391, term collision
train,    743, 27889, 115.355430,   65, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 23.643, term success
train_t,  743, 27889, 115.355430,   65, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 23.643, term success
