init,     2026-04-23 11:48:26.783522
arguments,Namespace(lr=0.00032, gamma=0.998, entropy=0.18, PPO_epochs=4, eps_clip=0.12, alg='ppo', cuda=0, thread=2, train_num=8000, train_envs=8, val_interval_timesteps=2500, val_episodes=20, eval_episodes=30, final_eval_episodes=30, rep=11, seed=52, ignore_checkpoint=True, monitor_time=False, allow_long_train=True, eval_only=False, eval_checkpoint='best', eval_save_details=False, eval_artifact_stem='', task='gymip', model='rwtaspk', optimizer='rmsprop', gymip_train_xml='inverted_pendulum_ChangeThk_0.050000.xml', hidden_num=64, hid_group_num=8, hid_group_size=8, rwta_del_connection='none', response_window=40, snn_num_steps=15, rollout_steps=896, mini_batch_size=224, gae_lambda=0.99, adv_norm=1, reward_scale=0.9, grad_clip=0.4, critic_lr=0.00032, curriculum_mode='adaptive', curriculum_clean_ratio=0.99, max_noise=0.008, entropy_min=0.1, entropy_decay=1.0, entropy_warmup_scale=1.1, entropy_warmup_episodes=50, curriculum_patience=4, curriculum_noise_step=0.001, curriculum_entropy_decay=0.95, lane_profile='legacy', road_scenario='highway', traffic_level='dense', highway_reward_stage='c_success', warm_start_kind='none', warm_start_prefix='')
seed,     52
model_dir,/root/autodl-tmp/SVPG2023/LANE/training_runs/ours/highway_dense/models
log_dir,  /root/autodl-tmp/SVPG2023/LANE/training_runs/ours/highway_dense/logs
parallel, train_envs 8
train,    1, 8, -40.654683,    8, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 21.965, term collision
train,    1519, 58753, -24.544301,   10, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 21.554, term collision
train_t,  1519, 58753, -24.544301,   10, 1.00,    4, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 21.554, term collision
train,    1520, 58772, -41.182794,   19, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 27.781, term collision
train_t,  1520, 58772, -41.182794,   19, 1.00,    3, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 27.781, term collision
train,    1521, 58867, 118.141794,   95, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 21.509, term success
train_t,  1521, 58867, 118.141794,   95, 0.00,   15, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 21.509, term success
train,    1522, 58933, 9.756752,   66, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.588, speed 24.089, term success
train_t,  1522, 58933, 9.756752,   66, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.588, speed 24.089, term success
train,    1523, 58945, -45.000000,   12, 1.00,    4, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 24.666, term collision
train_t,  1523, 58945, -45.000000,   12, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 24.666, term collision
train,    1524, 58985, 97.950329,   40, 0.00,    7, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.314, speed 26.219, term success
train_t,  1524, 58985, 97.950329,   40, 0.00,    6, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.314, speed 26.219, term success
train,    1525, 59041, 87.903974,   56, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.599, speed 20.767, term collision
train_t,  1525, 59041, 87.903974,   56, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.599, speed 20.767, term collision
train,    1526, 59117, -34.043612,   76, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.793, speed 24.105, term collision
train_t,  1526, 59117, -34.043612,   76, 1.00,   13, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.793, speed 24.105, term collision
train,    1527, 59162, 146.238095,   45, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 26.085, term success
train_t,  1527, 59162, 146.238095,   45, 0.00,   16, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 26.085, term success
train,    1528, 59235, 54.968401,   73, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.730, speed 21.287, term success
train_t,  1528, 59235, 54.968401,   73, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.730, speed 21.287, term success
train,    1529, 59323, 47.395013,   88, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.497, speed 24.568, term collision
train_t,  1529, 59323, 47.395013,   88, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.497, speed 24.568, term collision
train,    1530, 59325, -27.175443,    2, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 20.131, term collision
train_t,  1530, 59325, -27.175443,    2, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 20.131, term collision
train,    1531, 59382, 166.263810,   57, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.761, speed 23.922, term success
train_t,  1531, 59382, 166.263810,   57, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.761, speed 23.922, term success
train,    1532, 59455, 147.073869,   73, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.897, speed 22.918, term success
train_t,  1532, 59455, 147.073869,   73, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.897, speed 22.918, term success
train,    1533, 59527, 145.000000,   72, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.285, speed 20.073, term collision
train_t,  1533, 59527, 145.000000,   72, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.285, speed 20.073, term collision
train,    1534, 59603, 225.000000,   76, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.964, speed 22.920, term success
train_t,  1534, 59603, 225.000000,   76, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.964, speed 22.920, term success
train,    1535, 59642, 225.000000,   39, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.613, speed 22.582, term success
train_t,  1535, 59642, 225.000000,   39, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.613, speed 22.582, term success
train,    1536, 59735, 8.487356,   93, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.452, speed 23.665, term success
train_t,  1536, 59735, 8.487356,   93, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.452, speed 23.665, term success
train,    1537, 59794, 120.989328,   59, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.799, speed 24.521, term collision
train_t,  1537, 59794, 120.989328,   59, 1.00,   13, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.799, speed 24.521, term collision
train,    1538, 59796, 75.958997,    2, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.494, speed 28.300, term collision
train_t,  1538, 59796, 75.958997,    2, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.494, speed 28.300, term collision
train,    1539, 59886, 97.937695,   90, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.911, speed 25.395, term success
train_t,  1539, 59886, 97.937695,   90, 0.00,   16, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.911, speed 25.395, term success
train,    1540, 59903, -45.000000,   17, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 23.908, term collision
train_t,  1540, 59903, -45.000000,   17, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 23.908, term collision
train,    1541, 59939, 36.265282,   36, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.059, speed 20.808, term collision
train_t,  1541, 59939, 36.265282,   36, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.059, speed 20.808, term collision
train,    1542, 59941, 35.236685,    2, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 23.867, term collision
train_t,  1542, 59941, 35.236685,    2, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 23.867, term collision
train,    1543, 60012, -15.000000,   71, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.330, speed 23.828, term success
train_t,  1543, 60012, -15.000000,   71, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.330, speed 23.828, term success
train,    1544, 60108, 96.182988,   96, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 20.627, term collision
train_t,  1544, 60108, 96.182988,   96, 1.00,   14, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.800, speed 20.627, term collision
train,    1545, 60149, -35.255346,   41, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.099, speed 25.739, term collision
train_t,  1545, 60149, -35.255346,   41, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.099, speed 25.739, term collision
train,    1546, 60151, 23.980545,    2, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.333, speed 25.118, term collision
train_t,  1546, 60151, 23.980545,    2, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.333, speed 25.118, term collision
train,    1547, 60186, -4.891883,   35, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.486, speed 23.680, term collision
train_t,  1547, 60186, -4.891883,   35, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.486, speed 23.680, term collision
train,    1548, 60235, 146.568065,   49, 0.00,   16, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.992, speed 24.426, term success
train_t,  1548, 60235, 146.568065,   49, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.992, speed 24.426, term success
train,    1549, 60246, -4.501593,   11, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.061, speed 24.046, term collision
train_t,  1549, 60246, -4.501593,   11, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.061, speed 24.046, term collision
train,    1550, 60363, 214.392445,  117, 0.00,   15, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.978, speed 23.671, term success
train_t,  1550, 60363, 214.392445,  117, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.978, speed 23.671, term success
update,   1550,   31,  60363, 202.894506, -0.000000
train,    1551, 60369, 111.837494,    6, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.155, speed 25.427, term collision
train_t,  1551, 60369, 111.837494,    6, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.155, speed 25.427, term collision
train,    1552, 60434, 159.873978,   65, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.648, speed 20.931, term success
train_t,  1552, 60434, 159.873978,   65, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.648, speed 20.931, term success
train,    1553, 60490, 73.560087,   56, 0.00,    6, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.497, speed 25.161, term success
train_t,  1553, 60490, 73.560087,   56, 0.00,    7, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.497, speed 25.161, term success
train,    1554, 60522, 196.302263,   32, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.955, speed 24.405, term success
train_t,  1554, 60522, 196.302263,   32, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.955, speed 24.405, term success
train,    1555, 60554, 130.465764,   32, 0.00,   15, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.959, speed 23.524, term success
train_t,  1555, 60554, 130.465764,   32, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.959, speed 23.524, term success
train,    1556, 60591, 133.406212,   37, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.623, speed 23.713, term success
train_t,  1556, 60591, 133.406212,   37, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.623, speed 23.713, term success
train,    1557, 60593, 72.445889,    2, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 25.482, term collision
train_t,  1557, 60593, 72.445889,    2, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 25.482, term collision
train,    1558, 60664, 158.777339,   71, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.440, speed 26.239, term success
train_t,  1558, 60664, 158.777339,   71, 0.00,    7, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.440, speed 26.239, term success
train,    1559, 60715, 148.998609,   51, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.850, speed 21.533, term success
train_t,  1559, 60715, 148.998609,   51, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.850, speed 21.533, term success
train,    1560, 60811, 40.191708,   96, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.767, speed 22.313, term success
train_t,  1560, 60811, 40.191708,   96, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.767, speed 22.313, term success
train,    1561, 60830, 82.743176,   19, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.557, speed 25.992, term collision
train_t,  1561, 60830, 82.743176,   19, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.557, speed 25.992, term collision
train,    1562, 60832, 127.895623,    2, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.209, speed 24.516, term collision
train_t,  1562, 60832, 127.895623,    2, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.209, speed 24.516, term collision
train,    1563, 60853, 0.304809,   21, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.109, speed 25.357, term collision
train_t,  1563, 60853, 0.304809,   21, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.109, speed 25.357, term collision
train,    1564, 60908, 26.114865,   55, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.084, speed 20.308, term collision
train_t,  1564, 60908, 26.114865,   55, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.084, speed 20.308, term collision
train,    1565, 60946, 54.473041,   38, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.316, speed 28.300, term collision
train_t,  1565, 60946, 54.473041,   38, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.316, speed 28.300, term collision
train,    1566, 61019, 179.676508,   73, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.704, speed 25.331, term success
train_t,  1566, 61019, 179.676508,   73, 0.00,   15, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.704, speed 25.331, term success
train,    1567, 61051, 128.037697,   32, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.595, speed 25.371, term success
train_t,  1567, 61051, 128.037697,   32, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.595, speed 25.371, term success
train,    1568, 61063, 4.627081,   12, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.507, speed 19.296, term collision
train_t,  1568, 61063, 4.627081,   12, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.507, speed 19.296, term collision
train,    1569, 61065, 4.199007,    2, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 19.939, term collision
train_t,  1569, 61065, 4.199007,    2, 1.00,    3, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 19.939, term collision
train,    1570, 61097, 136.520255,   32, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.589, speed 23.765, term success
train_t,  1570, 61097, 136.520255,   32, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.589, speed 23.765, term success
train,    1571, 61179, 8.071352,   82, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.397, speed 28.300, term collision
train_t,  1571, 61179, 8.071352,   82, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.397, speed 28.300, term collision
train,    1572, 61239, 197.457033,   60, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 23.041, term success
train_t,  1572, 61239, 197.457033,   60, 0.00,   17, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 23.041, term success
train,    1573, 61271, 219.124964,   32, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.884, speed 27.949, term success
train_t,  1573, 61271, 219.124964,   32, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.884, speed 27.949, term success
train,    1574, 61331, 108.348551,   60, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.584, speed 21.032, term success
train_t,  1574, 61331, 108.348551,   60, 0.00,   11, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.584, speed 21.032, term success
train,    1575, 61365, -45.000000,   34, 1.00,    4, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 22.291, term collision
train_t,  1575, 61365, -45.000000,   34, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 22.291, term collision
train,    1576, 61438, -11.005644,   73, 1.00,   13, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.520, speed 24.568, term collision
train_t,  1576, 61438, -11.005644,   73, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.520, speed 24.568, term collision
train,    1577, 61454, 4.617533,   16, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.256, speed 23.137, term collision
train_t,  1577, 61454, 4.617533,   16, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.256, speed 23.137, term collision
train,    1578, 61463, 25.773169,    9, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.103, speed 23.836, term collision
train_t,  1578, 61463, 25.773169,    9, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.103, speed 23.836, term collision
train,    1579, 61465, -45.000000,    2, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 24.267, term collision
train_t,  1579, 61465, -45.000000,    2, 1.00,    4, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 24.267, term collision
train,    1580, 61467, -45.000000,    2, 1.00,    4, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 22.126, term collision
train_t,  1580, 61467, -45.000000,    2, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 22.126, term collision
train,    1581, 61494, 29.062252,   27, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.017, speed 21.785, term collision
train_t,  1581, 61494, 29.062252,   27, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.017, speed 21.785, term collision
train,    1582, 61547, 142.823368,   53, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.415, speed 25.719, term collision
train_t,  1582, 61547, 142.823368,   53, 1.00,   12, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.415, speed 25.719, term collision
train,    1583, 61570, -40.584282,   23, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.018, speed 22.967, term collision
train_t,  1583, 61570, -40.584282,   23, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.018, speed 22.967, term collision
train,    1584, 61660, 174.909938,   90, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.632, speed 27.180, term success
train_t,  1584, 61660, 174.909938,   90, 0.00,    9, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.632, speed 27.180, term success
train,    1585, 61693, 86.827630,   33, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.210, speed 21.330, term collision
train_t,  1585, 61693, 86.827630,   33, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.210, speed 21.330, term collision
train,    1586, 61715, -45.000000,   22, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.236, speed 20.993, term collision
train_t,  1586, 61715, -45.000000,   22, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.236, speed 20.993, term collision
train,    1587, 61746, -34.202842,   31, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.292, speed 22.430, term collision
train_t,  1587, 61746, -34.202842,   31, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.292, speed 22.430, term collision
train,    1588, 61762, 3.270498,   16, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.102, speed 25.190, term collision
train_t,  1588, 61762, 3.270498,   16, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.102, speed 25.190, term collision
train,    1589, 61817, 70.790332,   55, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.605, speed 24.312, term collision
train_t,  1589, 61817, 70.790332,   55, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.605, speed 24.312, term collision
train,    1590, 61937, 225.000000,  120, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 23.675, term success
train_t,  1590, 61937, 225.000000,  120, 0.00,   13, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 1.000, speed 23.675, term success
train,    1591, 61969, 106.019746,   32, 0.00,    7, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.220, speed 26.635, term success
train_t,  1591, 61969, 106.019746,   32, 0.00,    7, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.220, speed 26.635, term success
train,    1592, 62035, 88.548268,   66, 0.00,   14, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.827, speed 26.658, term success
train_t,  1592, 62035, 88.548268,   66, 0.00,   12, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.827, speed 26.658, term success
train,    1593, 62092, 83.908079,   57, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.392, speed 26.447, term collision
train_t,  1593, 62092, 83.908079,   57, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.392, speed 26.447, term collision
train,    1594, 62112, 29.646887,   20, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 28.300, term collision
train_t,  1594, 62112, 29.646887,   20, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 28.300, term collision
train,    1595, 62161, 159.162095,   49, 0.00,   15, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.987, speed 23.552, term success
train_t,  1595, 62161, 159.162095,   49, 0.00,   10, 0.000, 0.000, 0.180, 40, success 1.00, timeout 0.00, progress 0.987, speed 23.552, term success
train,    1596, 62163, 33.490402,    2, 1.00,    2, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 22.293, term collision
train_t,  1596, 62163, 33.490402,    2, 1.00,    3, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.010, speed 22.293, term collision
train,    1597, 62237, -7.670136,   74, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.610, speed 25.702, term collision
train_t,  1597, 62237, -7.670136,   74, 1.00,   11, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.610, speed 25.702, term collision
train,    1598, 62286, 77.472809,   49, 1.00,   13, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.637, speed 23.501, term collision
train_t,  1598, 62286, 77.472809,   49, 1.00,    6, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.637, speed 23.501, term collision
train,    1599, 62375, 70.369056,   89, 1.00,    9, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.424, speed 27.092, term collision
train_t,  1599, 62375, 70.369056,   89, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.424, speed 27.092, term collision
train,    1600, 62377, 8.197889,    2, 1.00,    7, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.109, speed 24.606, term collision
train_t,  1600, 62377, 8.197889,    2, 1.00,   10, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.109, speed 24.606, term collision
update,   1600,   32,  62377, 73.378655, -0.000000
val,      1600, 112.066240, 0.4538,  20.2112,   0.2415, 0.4227,  22.6618, timeout 0.0000, progress 0.3603, offroad 0.0000, low_speed_abort 0.0000, complete_low_speed 0.0000, other_terminal 0.0000, term collision:9/20|success:11/20
val_t,    1600, 62377, 112.066240, 0.4538,  20.2112,   0.2415, 0.4227,  22.6618, timeout 0.0000, progress 0.3603, offroad 0.0000, low_speed_abort 0.0000, complete_low_speed 0.0000, other_terminal 0.0000, term collision:9/20|success:11/20
train,    1601, 62379, 12.815562,    2, 1.00,    8, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.311, speed 25.281, term collision
train_t,  1601, 62379, 12.815562,    2, 1.00,    5, 0.000, 0.000, 0.180, 40, success 0.00, timeout 0.00, progress 0.311, speed 25.281, term collision
